POLYMER_USED,DRUG,POLYMER_PSMILES,DRUG_SMILES,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
PEG,Pb,*CCO*,[Pb],1.2,2.3508,10.73,Table 7,deepseek-v4-flash (pdf2text),Comparative_Adsorptive_Removal_of_Selected_Heavy_Metals_from_Battery_Wastewater_by_Purified_and_Polyethylene_Glycol_Modified_Carbon_Nanotubes
PEG,Cd,*CCO*,[Cd],1.2,0.0408,0.169,Table 7,deepseek-v4-flash (pdf2text),Comparative_Adsorptive_Removal_of_Selected_Heavy_Metals_from_Battery_Wastewater_by_Purified_and_Polyethylene_Glycol_Modified_Carbon_Nanotubes
GO_3@PVA,Pb,*CC(O)*,[Pb],6.5,50,368,10.1039/d4ra02111h,deepseek-v4-flash (pdf2text),Developing_a_new_sustainable_eco-adsorbent_film_from_flexographic_printing_plate_waste_to_remove_cationic_organic_and_inorganic_pollutants
GO_3@PVA,Pb,*CC(O)*,[Pb],6.5,100,447,10.1039/d4ra02111h,deepseek-v4-flash (pdf2text),Developing_a_new_sustainable_eco-adsorbent_film_from_flexographic_printing_plate_waste_to_remove_cationic_organic_and_inorganic_pollutants
GO_3@PVA,Pb,*CC(O)*,[Pb],6.5,150,508,10.1039/d4ra02111h,deepseek-v4-flash (pdf2text),Developing_a_new_sustainable_eco-adsorbent_film_from_flexographic_printing_plate_waste_to_remove_cationic_organic_and_inorganic_pollutants
calcium alginate beads,crystal violet,*C(C(C(C(=O)[O-])O)O)*,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,6,10,5.884,Kinetic study pseudo-second order experimental Qe,deepseek-v4-flash (pdf2text),Efficacious_biosorption_of_crystal_violet_pollutant_dye_from_aqueous_solutions_via_Padina_pavonica_derived_alginate
cellulose acetate,methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,8.4,21,940.76,Table 7,deepseek-v4-flash (pdf2text),Electrospun_nanofibers_of_cellulose_acetatemetal_organic_framework-third_generation_PAMAM_dendrimer_for_the_removal_of_methylene_blue_from_aqueous_media
Ca-alginate,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,10,9.16,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
Ca-alginate-HPMBP,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,10,9.30,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
Ca-alginate,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,25,23.23,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
Ca-alginate-HPMBP,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,25,23.25,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
Ca-alginate,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,10,8.63,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
Ca-alginate-HPMBP,Cd(II),*C(C(C(C(=O)[O-])O)O)*,[Cd+2],6,10,8.78,10.5564/mjc.v26i54.3869,deepseek-v4-flash (pdf2text),Enhanced_cadmium_II_adsorption_via_calcium_alginate_encapsulation_of_HPMBP_in_heavy_metal_remediation
polypyrrole,metronidazole,*c1cc[nH]c1*,CC1=NC=C(N1CCO)[N+](=O)[O-],6.17,10,0.95,10.1007/s40090-019-0190-7,deepseek-v4-flash (pdf2text),Experimental_and_DFT_studies_of_the_removal_of_pharmaceutical_metronidazole_from_water_using_polypyrrole
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,2.5,1.59,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,14.3,4.63,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,8.44,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,2.45,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,0.94,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
poly(DVB),Brilliant Green,*CCc1ccc(CC*)cc1,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,3.13,10.1039/d5ra02950c,deepseek-v4-flash (pdf2text),Experimental_and_theoretical_investigations_of_divinylbenzene-based_polymer_as_an_efficient_adsorbent_for_brilliant_green_dye_removal
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],1.0,100,355.48,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,380.56,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],3.0,100,371.26,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],4.0,100,343.15,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],5.0,100,281.43,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],6.0,100,233.34,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7.0,100,121.45,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],8.0,100,87.12,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],9.0,100,66.23,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],10.0,100,30.20,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,25,156.51,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,50,377.56,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,60,411.15,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,80,465.32,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,495.24,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,120,483.36,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,150,402.37,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,180,282.21,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,200,135.38,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,507.74,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,531.52,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,548.19,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,534.51,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,507.84,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,456.65,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Trametes pubescens alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,348.82,Ann Microbiol (2015) 65:411-421,deepseek-v4-flash (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,20,47.7,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,20,35.9,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,20,42.5,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,20,26.5,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,20,25.3,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,30,15.4,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
PVA,methylene blue,*CC(O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.6-6.8,40,9.15,10.1038/s41598-025-22645-4,deepseek-v4-flash (pdf2text),Fabrication_of_a_PVA-encapsulated_MCCSVO2_composite_via_melt_intercalation_for_efficient_fixed-bed_adsorption_of_methylene_blue
CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,25,90.86,https://doi.org/10.1038/s41598-024-81970-2,deepseek-v4-flash (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,50,171.04,https://doi.org/10.1038/s41598-024-81970-2,deepseek-v4-flash (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,75,143.62,https://doi.org/10.1038/s41598-024-81970-2,deepseek-v4-flash (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,100,256.39,https://doi.org/10.1038/s41598-024-81970-2,deepseek-v4-flash (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,125,322.844,https://doi.org/10.1038/s41598-024-81970-2,deepseek-v4-flash (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
PANI,methyl orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,82.1,https://doi.org/10.33263/BRIAC121.893909,deepseek-v4-flash (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti/PANI,methyl orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,103.1,https://doi.org/10.33263/BRIAC121.893909,deepseek-v4-flash (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti(N)/PANI,methyl orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,101.6,https://doi.org/10.33263/BRIAC121.893909,deepseek-v4-flash (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti(Cu)/PANI,methyl orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,102.5,https://doi.org/10.33263/BRIAC121.893909,deepseek-v4-flash (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Polypyrrole,Congo Red,*c1cc[nH]c1*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],3.0,40.0,18.0,60,deepseek-v4-flash (pdf2text),Histidine-conjugated_chitosan_as_efficient_adsorbent_for_Congo_red_dye_elimination_from_aqueous_solution
SBA-15/Polyaniline,Acid Blue 62,*C1=CC=C(N)C=C1*,C1CCC(CC1)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O)(=O)[O-].[Na+],2,40,125,Iranian Journal of Health Sciences 2017; 5(3): 17-34,deepseek-v4-flash (pdf2text),Investigation_of_Acid_Blue_62_Dye_Adsorption_using_SBA-15Polyaniline_Mesoporous_Nanocomposite_Kinetic_and_Thermodynamic_Study
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,170,18.65,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,170,20.22,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,100,12.48,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,350,22.02,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
