POLYMER_USED,DRUG,POLYMER_PSMILES,DRUG_SMILES,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
Alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,507.84,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,456.65,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized biomass,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,348.82,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,548.47,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,541.83,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,536.41,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,25,96.30,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,50,145.16,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,75,200.05,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,100,250.33,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,125,295.74,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,82.1,Khairy et al. 2022,kimi-k2.6 (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti/PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,103.1,Khairy et al. 2022,kimi-k2.6 (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti(N)/PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,101.6,Khairy et al. 2022,kimi-k2.6 (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
Ti(Cu)/PANI,Methyl Orange,*C1=CC=C(N)C=C1*,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)[O-],7,120,102.5,Khairy et al. 2022,kimi-k2.6 (pdf2text),High_Removal_Efficiency_of_Methyl_Orange_Dye_by_Pure_and_Cu_N_Doped_TiO2Polyaniline_Nanocomposites
PVA,Congo red,*CC(O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],1,75,18.44,10.24845/ijfac.v10.i2.117,kimi-k2.6 (pdf2text),Modification_of_SiO2_from_Rice_Husk_with_Polyvinyl_Alcohol_PVA_as_Adsorbent_of_Congo_Red_Dye
unmodified chitosan,Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,11.4,10.37190/ppmp/215663,kimi-k2.6 (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole,Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,30.9,10.37190/ppmp/215663,kimi-k2.6 (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole,Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,30.90,10.37190/ppmp/215663,kimi-k2.6 (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
coconut husk cellulose,methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,7,30,2.9034,10.4236/msce.2024.122001,kimi-k2.6 (pdf2text),Optimization_of_Methylene_Blue_Dye_Adsorption_onto_Coconut_Husk_Cellulose_Using_Response_Surface_Methodology_Adsorption_Kinetics_Isotherms_and_Reusability_Studies
Polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50,44.33,Table 2,kimi-k2.6 (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
Polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,80,49.65,Table 2,kimi-k2.6 (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
Polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,29.53,Table 5,kimi-k2.6 (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
Polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,27.76,Table 5,kimi-k2.6 (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
Polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,23.01,Table 5,kimi-k2.6 (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
PET,Brilliant Green,*CCOC(=O)c1ccc(cc1)C(=O)*,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,1.89,Eldomiaty et al 2026,kimi-k2.6 (pdf2text),Repurposing_waste_plastic_into_a_sustainable_adsorbent_for_removing_synthetic_dye_experimental_optimization_and_theoretical_modeling
PET,Brilliant Green,*CCOC(=O)c1ccc(cc1)C(=O)*,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,0.81,Eldomiaty et al 2026,kimi-k2.6 (pdf2text),Repurposing_waste_plastic_into_a_sustainable_adsorbent_for_removing_synthetic_dye_experimental_optimization_and_theoretical_modeling
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,10,0.893,This study,kimi-k2.6 (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,15,1.157,This study,kimi-k2.6 (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,20,1.417,This study,kimi-k2.6 (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,30,1.928,This study,kimi-k2.6 (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,40,2.082,This study,kimi-k2.6 (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,125.89,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,93.50,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,106.15,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,102.31,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,63.56,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,30,209.81,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,50,343.59,10.1177/0263617416688021,kimi-k2.6 (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
MLDH-NH2@PANI,Cr(VI),*C1=CC=C(N)C=C1*,[Cr+6],3,50,205.2,Fig. 5,kimi-k2.6 (pdf2text),Synthesis_characterization_and_adsorption_performance_of_novel_acidic_calixarene-modified_LDHpolyaniline_nanohybrid_for_efficient_CrVI_removal
PEG-4000,Pb(II),*CCO*,[Pb+2],7,30,13.717,Table 5,kimi-k2.6 (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG-4000,Cu(II),*CCO*,[Cu+2],7,30,37.175,Table 5,kimi-k2.6 (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PEG-4000,Cu(II),*CCO*,[Cu+2],7,30,2.39,Section 3.6.2,kimi-k2.6 (pdf2text),Synthesis_of_Fe3O4SiO2PEG_Nanocomposite_from_Minerals_Sands_Kinetic_Adsorption_Heavy_Metal_Ion_from_Aqueous_Solution
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2,100,12.58,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,8,100,7.8,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,12,100,9.55,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,3,100,8.55,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,3,800,75.5,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
PPy–SD,Cr(VI),*c1cc[nH]c1*,[Cr+6],5.0,100,3.4,109,kimi-k2.6 (pdf2text),The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review
PPy/SH-beta/MCM-41,Hg(II),*c1cc[nH]c1*,[Hg+2],8.0,400,157.43,49,kimi-k2.6 (pdf2text),The_removal_of_heavy_metal_ions_from_wastewateraqueous_solution_using_polypyrrole-based_adsorbents_a_review
Chitosan (crab shells),Methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,20,14.02,Priyanga et al. 2026,kimi-k2.6 (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
Chitosan (crab shells),Methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,40,21.08,Priyanga et al. 2026,kimi-k2.6 (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
Chitosan (crab shells),Methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,60,17.48,Priyanga et al. 2026,kimi-k2.6 (pdf2text),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
